|NOUN|VERB|ADV|ADJ|CCONJ|EX_M|Q_M|POS|NEG|BOOL_NOUN|BOOL_VERB|BOOL_ADV|BOOL_ADJ|BOOL_CCONJ|LABEL|TEXT|AI
179|9|3|0|2|0|1|0|2|1|1|1|0|1|0|joie| Polopopo Polopopo , reviens suite réunion bonnes nouvelles . client ravi diner signé contract matin ! Passe week-end voit lundi fêter . Polopopo Polopopo|0
180|11|4|3|2|0|2|0|4|2|1|1|1|1|0|joie| Polopopo , remercie infiniment message ! n' hasard : s' investit choses vie , récolte proportion : ) serai heureuse d' nouvelles suite . n' hésitez m' informer l' évolution études carrière . Excellente continuation !|0
181|2|0|0|1|0|1|0|2|0|1|0|0|1|0|surprise_pos| D' accord , ! Bonne journée ,|0
182|7|6|1|1|1|0|0|3|0|1|1|1|1|1|surprise_pos| Polopopo , dois avouer dernières prises positions m' agréablement surprise reveniez propos , félicite . puis dit Polopopo , y' c*ns changent d' avis . Allez bise , Polopopo|0
183|7|2|0|4|0|2|2|3|2|1|1|0|1|0|surprise_pos| Salut Polopopo ! Ravie rencontrer : ) contente lancer aventure ! problème appel vidéo , dérange préfère matin ? Samedi dimanche ? bonne journée , Polopopo|0
184|7|3|1|0|0|0|3|1|0|1|1|1|0|0|surprise_pos| Bonjour Polopopo , -tu ? ? Quesque deviens ? candidature , équipe complet . désistement , garde CV , sait jamais . plaisir voir coin .|0
185|6|3|0|2|0|2|0|6|0|1|1|0|1|0|surprise_pos| Bonjour , dois m' attendais ! cas félicitations heureux évènement ! souhaite meilleur futur . Bonne continuation , Cordialement .|0
186|5|4|2|5|0|0|0|4|0|1|1|1|1|0|surprise_pos| oui , m' attendais trouve rend vachement , j' imaginais résumé rapide as vraiment roman . , vrai prochaine chaud faire place , bel historique parties|0
187|11|1|2|0|0|0|0|3|0|1|1|1|0|0|surprise_pos| Bonjour , C' joie j' accepte proposition stage . respectivement mail scolarité nom mail charge service stages : bassir.hamid@inalco.fr Polopopo Polopopo , conventions.stages@inalco.fr cordialement , Polopopo CLAVIER|0
188|20|7|2|1|0|0|1|4|0|1|1|1|1|0|surprise_pos| Bonjour , suite échanges avez eus équipes Polopopo , avons plaisir confirmer proposition réaliser stage sein Groupe . trouverez courrier officialisant proposition . laisse soin revenir , copie innovation-lab@groupeastek.fr , informer intentions . cas d' acceptation , pouvez -vous transmettre mail scolarité sue nom service stages ? espérant compter prochainement . cordialement , Polopopo Polopopo Campus|0
189|9|2|1|4|0|4|0|4|1|1|1|1|1|0|surprise_pos| Polopopo , c' sacrée nouvelle ! ! Félicitations , c' super chouette : ) cours jonglerie , pense m' inscrire garde l' info coin tête ; ) , voir venir spectacle adulte ! Bonne fin semaine !|0
190|7|2|1|1|0|0|0|3|2|1|1|1|1|0|surprise_pos| Bonjour Madame , agréablement surprise réponse . dossier désastreux , pensais rejetteriez demande . aide patience . , Polopopo Polopopo|0
191|0|3|0|2|0|2|0|1|0|0|1|0|1|0|surprise_pos| Incroyable !!! VOIS ! savais t' allais l' , contente !|0
192|5|3|2|0|0|2|0|0|0|1|1|1|0|0|surprise_pos| Coucou viens recevoir réponse prof finalement confirme tp mercredi 10 15 12h15 ! coup commence 13 30 demain ! 😊|0
193|33|17|2|10|0|4|3|12|4|1|1|1|1|0|surprise_pos|" Bonjour Polopopo : ) ) ! J' espère . dernier temps , déplacé Polopopo j' travaillé chouette petit studio Polopopo . actuellement recherche chose : ) ) ! Amie: Polopopo conseille contacter Polopopo Polopopo assistant réalisateur Polopopo film repasser flambeau . "" fr eric-serre@orange "" Polopopo > société s' appelle "" Fées Spéciales "" t' rappelles . période stage demandée correspond creux l' manques ... L' Polopopo dispense enseignement 2D/3D qualité intéresser Fées Spéciales . possibilité , écrire Polopopo Polopopo productrice exécutive dernier film j' travaillé .( thème circonstance sombre période ) "" mombo.nadine "" < mombo.nadine@gmail.com > mieux sûr qu' fasses messages . hésiter mentionner nom . connaissent . Polopopo m' envoyer portefolio discutions veut . As t' portfolio qu' pourrait déjà montrer ? logiciels qu' maîtrise ? ? ; ) ) ! ! plaisir d' nouvelles , dispersons ... Salutation Amicale . Polopopo Polopopo ."|0
194|1|1|0|2|0|0|0|2|0|1|1|0|1|0|surprise_pos| Bonjour , Oui , voulez . spécialiste , c' domaine intéressant . Cordialement , Polopopo Polopopo|0
195|2|2|1|2|0|1|0|2|0|1|1|1|1|0|surprise_pos| génial , pensais pourrions revenir tôt , l' information . Bonne semaine !|0
196|5|1|1|1|0|0|0|2|1|1|1|1|1|0|surprise_neg| transfère mail Mr Polopopo priori merde fac … Bonne chance 😉|0
197|12|7|5|2|0|0|0|3|3|1|1|1|1|0|surprise_neg| Bonjour , n' avons temps envoyer message hier , sommes rendus compte artisan déposé ancien meuble salle bains preau . devait partir tard matin , c' déjà parti . Veuillez excuser quelqu' s' chargé place . sommes désolés , n' but ... belle journée . Polopopo Polopopo|0
198|7|7|1|1|0|0|0|4|2|1|1|1|1|0|surprise_neg| Bonsoir Polopopo , n' reçu nouvelles jours , permets d' envoyer mail . commence m' inquiéter retour part . J' espère passe prévu . souhaite bonne fin journée , Cordialement ,|0
199|10|6|0|1|0|0|1|2|1|1|1|0|1|0|surprise_neg| Bonjour Polopopo étudiants Polopopo Polopopo écrivent obtenir réponses propos Polopopo Polopopo inquiets répondez Polopopo Polopopo terminent dimanche sommes vendredi soir . J' essayé appeler succès . -ce Polopopo Polopopo pourront prolongées dimanche ? avance cedric|0
200|25|10|3|4|0|0|0|5|2|1|1|1|1|0|surprise_neg| Bonjour Madame Polopopo , écris suite mise jour notes scolarité , indiquent moyenne 9,7 semestre . retard correction notes , j' dû envoyer 30 e-mails signaler notes manquantes finalement corrigées . sollicite aujourd'hui bienveillance valider uniquement semestre , permettrait poursuivre cursus stage valider année devoir revenir l' année prochaine . comprends exigences académiques reste disposition discuter situation nécessaire . remercie compréhension l' attention portée demande . Cordialement ,|0
201|8|9|0|0|0|0|3|1|3|1|1|0|0|0|surprise_neg| Bonjour , donne suite mail viens envoyer . viens recevoir courriel m' indiquant candidature refusée . courriel dois -je croire ? S' agit -il d' erreur ? -je formation j' refusée ? comprends situation . ,|0
202|11|7|1|2|0|0|0|4|0|1|1|1|1|0|surprise_neg| Bonjour , trouverez jointe version corrigée convention regard réponse , attestation Responsabilité Civile . viens relancer employeur , sûre qu' acceptera signer l' Université ... c' cas , sais débloquer situation . remercie aide , cordialement ,|0
203|4|3|1|0|0|0|0|0|0|1|1|1|0|0|surprise_neg| J' avoue comprendre utilisé mail réponse demande . n' averti procédure suivre .|0
204|7|3|0|0|0|0|1|2|1|1|1|0|0|0|surprise_neg| Bonjour , accord , soutenance décembre ... Rappelez -oi structure accueil ? pourra faire soutenir mars perdiez temps . , Polopopo Polopopo|0
205|8|5|3|2|0|0|0|1|2|1|1|1|1|0|surprise_neg| Bonjour M. Polopopo , étrange , images aviez envoyées apparaissent Polopopo propre mail , n' remarqué moment l' envoi . Toutefois , , fiche pdf figure Polopopo . doute , renvoie . cordialement ,|0
206|7|5|0|1|0|0|0|0|2|1|1|0|1|0|surprise_neg| Bonjour , décontenancée situation ... m, ' prévenue changement programme planning , présente jours horaires indiqués . prévenir arrive l' avenir . Cordialement .|0
207|10|9|1|3|0|0|0|1|2|1|1|1|1|0|surprise_neg| Monsieur Polopopo , dois mettre confidence crois c' rayé voiture mariage Polopopo . Comprenez -moi j' bu j' mauvais gout couleurs voiture verte , senti obligé d' aposé dessin . J' loin douter c' voiture , désolé mauvais goût . - Polopopo|0
208|3|2|4|3|0|0|0|4|2|1|1|1|1|0|surprise_neg| ptdrrr rends compte j' vraiment quasiment écrit désolée : ( ( cours c' énorme biblio c' super dur repérer , enfin ..|0
209|14|10|3|0|1|0|0|2|1|1|1|1|0|1|surprise_neg| Bonjour , gestionnaire stages l' Polopopo , permets contacter , constaté souci dates prévues stage l' étudiante Polopopo Polopopo . indiqué stage déroulera jusqu' 5 février 2025 , or pouvons établir convention au-delà 31/12/2024 , stage fin d' études Polopopo 2 . désolé l' repéré tôt , j' espère pourrons trouver solution satisfaire parties . cordialement , Polopopo Polopopo|0
210|11|7|2|2|0|0|0|0|3|1|1|1|1|0|surprise_neg| Coucou , n' message pardon . choquée dame , sais c' . renseignerai . porte voisins c' normal . déménagé HLM remplacent porte porte inaccessible . remettront lors remise clés locataires , t' inquiètes .|0
